epoch,accuracy,loss,val_accuracy,val_loss
0,0.3739274740219116,1.3250072002410889,0.4380403459072113,1.274440050125122
1,0.6556878089904785,0.9831358790397644,0.6368876099586487,0.9406070709228516
2,0.7893717288970947,0.5891301035881042,0.6858789920806885,0.7838157415390015
3,0.845557689666748,0.42100104689598083,0.6974063515663147,0.7885008454322815
4,0.8773872256278992,0.34283027052879333,0.6743515729904175,0.8241658806800842
5,0.9028508067131042,0.28074726462364197,0.6858789920806885,0.86690753698349
6,0.921394944190979,0.23452703654766083,0.6887608170509338,0.9289543032646179
7,0.9335731863975525,0.20196720957756042,0.6829971075057983,0.973301887512207
8,0.948519229888916,0.1728505939245224,0.6657060384750366,1.038994312286377
9,0.9532244801521301,0.1525355875492096,0.6714697480201721,1.1046026945114136
10,0.9606974720954895,0.1314108669757843,0.6368876099586487,1.1837066411972046
11,0.9642956256866455,0.11590795964002609,0.6599423885345459,1.2169864177703857
12,0.9631884694099426,0.10833608359098434,0.6484149694442749,1.2586462497711182
13,0.9670633673667908,0.10367142409086227,0.6772334575653076,1.3263944387435913
14,0.9684472680091858,0.09924992173910141,0.6599423885345459,1.355541467666626
15,0.9725989699363708,0.08800417184829712,0.651296854019165,1.349780559539795
16,0.9731525182723999,0.0864284560084343,0.6484149694442749,1.4420751333236694
17,0.973706066608429,0.08437290042638779,0.6484149694442749,1.4379236698150635
18,0.975643515586853,0.08029196411371231,0.651296854019165,1.449974536895752
19,0.9759202599525452,0.07543386518955231,0.6570605039596558,1.5036028623580933
20,0.9753667116165161,0.072003073990345,0.6570605039596558,1.4842803478240967
21,0.9761970639228821,0.06970807164907455,0.639769434928894,1.550410509109497
22,0.9748131632804871,0.06906947493553162,0.6455331444740295,1.5365777015686035
23,0.976473867893219,0.06523678451776505,0.6628242135047913,1.5568263530731201
24,0.9761970639228821,0.063843734562397,0.6570605039596558,1.579491376876831
