epoch,accuracy,loss,val_accuracy,val_loss
0,0.2961527705192566,1.4045684337615967,0.29971182346343994,1.3897411823272705
1,0.31497371196746826,1.3762930631637573,0.29971182346343994,1.3984769582748413
2,0.31801825761795044,1.3736664056777954,0.2968299686908722,1.3970855474472046
3,0.3199557065963745,1.3724768161773682,0.29971182346343994,1.4161348342895508
4,0.31829503178596497,1.3727836608886719,0.29971182346343994,1.4052261114120483
5,0.32050928473472595,1.371969223022461,0.29971182346343994,1.4136388301849365
6,0.32050928473472595,1.371869444847107,0.2968299686908722,1.44538414478302
7,0.32023248076438904,1.3719631433486938,0.2968299686908722,1.441020131111145
8,0.3188486099243164,1.3719922304153442,0.29971182346343994,1.4327446222305298
9,0.31967893242836,1.371984601020813,0.29971182346343994,1.4271882772445679
10,0.3221699297428131,1.3712528944015503,0.29971182346343994,1.4204468727111816
11,0.3188486099243164,1.3735607862472534,0.29971182346343994,1.418786644935608
12,0.3188486099243164,1.3733919858932495,0.29971182346343994,1.418282151222229
13,0.3185718357563019,1.3735113143920898,0.29971182346343994,1.4335967302322388
14,0.3188486099243164,1.373430848121643,0.29971182346343994,1.4432905912399292
15,0.3185718357563019,1.374853253364563,0.3025936484336853,1.3936470746994019
16,0.31829503178596497,1.3738610744476318,0.29971182346343994,1.3977265357971191
17,0.3188486099243164,1.3738512992858887,0.29971182346343994,1.4040206670761108
18,0.3188486099243164,1.373702049255371,0.29971182346343994,1.4100679159164429
19,0.3188486099243164,1.3735840320587158,0.29971182346343994,1.4175993204116821
20,0.3188486099243164,1.3734697103500366,0.29971182346343994,1.421557903289795
21,0.3188486099243164,1.373644471168518,0.29971182346343994,1.4305025339126587
22,0.3188486099243164,1.373215913772583,0.29971182346343994,1.4226559400558472
23,0.3188486099243164,1.373416543006897,0.29971182346343994,1.4296953678131104
24,0.3188486099243164,1.3732588291168213,0.29971182346343994,1.4289610385894775
